hsr_value,code,product_name,brands,categories,categories_tags,labels,labels_tags,countries,nutriscore_grade,nova_group,energy-kj_100g,energy_100g,carbohydrates_100g,sugars_100g,fat_100g,saturated-fat_100g,proteins_100g,fiber_100g,salt_100g,sodium_100g,energy_kj_100g,sugar_energy_ratio,category_primary
3.5,9349673005204,Prawn Gyoza,Lucky Kitchen,,,en:health-star-rating-3-5,en:health-star-rating|en:health-star-rating-3-5,en:australia,unknown,,,632.0,27.4,3.2,1.4,1.0,6.7,,0.8675,0.347,632.0,0.005063291139240506,
3.5,4061459660333,Tuna Treats With Crackers,Portview,,,en:health-star-rating-3-5,en:health-star-rating|en:health-star-rating-3-5,en:Australia,unknown,,,886.0,14.3,2.95,9.91,2.5,15.5,,1.26,0.503,886.0,0.003329571106094808,
3.5,9416036192878,OhMyVeg,Mccain,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Vegetables based foods, Frozen plant-based foods, Frozen vegetables, Mixed vegetables",en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:frozen-foods|en:vegetables|en:frozen-plant-based-foods|en:frozen-vegetables|en:mixed-vegetables,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,c,3.0,,770.0,25.5,4.1,6.4,3.5,4.0,4.0,0.375,0.15,770.0,0.005324675324675324,plant-based-foods-and-beverages
3.5,9349580006356,Ready Meal Chicken Soft Tacos,El Mexican Cantina,,,en:health-star-rating-3-5,en:health-star-rating|en:health-star-rating-3-5,en:Australia,unknown,,,701.0,19.7,3.0,6.56,1.66,7.44,2.06,0.901,0.36,701.0,0.0042796005706134095,
3.5,9300633438135,Hot Smoked Salmon,Woolworths,Seafood,en:seafood,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,d,,,1013.0,1.6,1.6,16.8,2.4,21.6,,1.75,0.7,1013.0,0.001579466929911155,seafood
3.5,9300667310018,Continental,Continental,"Snacks, Sweet snacks, Cocoa and its products",en:snacks|en:sweet-snacks|en:cocoa-and-its-products,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,d,,,1443.0,63.9,5.0,2.4,0.3,13.9,,2.45,0.98,1443.0,0.003465003465003465,snacks
3.5,9356418000868,Plant Based Tenders Southern Style,V2,"Meat alternatives, Meat analogues",en:meat-alternatives|en:meat-analogues,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,Australia,b,,,921.0,17.7,1.2,9.9,0.8,12.5,5.2,1.5,0.598,921.0,0.0013029315960912053,meat-alternatives
3.5,9328598001065,Chilli & LimeChickpea Chips,,,,"Vegetarian, Vegan, Australian made, Health Star Rating, Health Star Rating 3.5",en:vegetarian|en:vegan|en:australian-made|en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,1995.0,41.9,2.9,22.5,2.4,15.3,,1.725,0.69,1995.0,0.0014536340852130325,
3.5,9310174002504,Supreme Family Pizza,Mccain,"Frozen foods, Meals, Pizzas pies and quiches, Pizzas, Frozen pizzas and pies, Frozen pizzas",en:frozen-foods|en:meals|en:pizzas-pies-and-quiches|en:pizzas|en:frozen-pizzas-and-pies|en:frozen-pizzas,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,au,d,,,954.0,27.52,4.8,7.68,4.48,10.8,,0.976,0.3904,954.0,0.005031446540880503,frozen-foods
3.5,9310645257037,Olive oil,Coles,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Olive tree products, Vegetable oils, Olive oils",en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:vegetable-fats|en:olive-tree-products|en:vegetable-oils|en:olive-oils,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,Australia,b,2.0,3390.0,3390.0,0.0,0.0,91.6,12.8,0.0,0.0,0.0,0.0,3390.0,0.0,plant-based-foods-and-beverages
3.5,9355505000873,Choc chip,No Nasties,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,1653.0,52.5,5.5,20.5,5.0,6.5,10.5,0.475,0.19,1653.0,0.003327283726557774,
3.5,4088700087374,Soup in a cup pea and ham,,"Meals, Soups, Pea and ham soups",en:meals|en:soups|en:pea-and-ham-soups,"No preservatives, Health Star Rating, Health Star Rating 3.5",en:no-preservatives|en:health-star-rating|en:health-star-rating-3-5,en:au,c,,,166.0,6.32,1.0,1.0,0.52,0.72,,0.635,0.254,166.0,0.006024096385542169,meals
3.5,9310015247026,Wholegrain Crisps,Sunbites,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps",en:snacks|en:salty-snacks|en:appetizers|en:chips-and-fries|en:crisps,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,c,,,1874.0,60.0,3.5,21.4,2.2,7.2,,0.445,0.178,1874.0,0.0018676627534685165,snacks
3.5,9310055103566,Special K smoothie,,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,390.0,18.3,9.7,2.5,1.4,3.6,,0.1,0.04,390.0,0.02487179487179487,
3.5,9310015250897,Brown rice chips with pumpkin,Off The Eaten Path,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,2029.0,60.0,3.0,2.5,0.0,6.0,7.0,0.75,0.3,2029.0,0.0014785608674223755,
3.5,9310645326672,Coles chicken sausages,Coles,,,"No gluten, Australian made, Health Star Rating, Health Star Rating 3.5",en:no-gluten|en:australian-made|en:health-star-rating|en:health-star-rating-3-5,au,unknown,,,585.0,2.04,0.145,8.15,2.04,14.5,0.145,0.99,0.396,585.0,0.00024786324786324785,
3.5,4088700087367,Soup in a cup,,,,"No preservatives, Health Star Rating, Health Star Rating 3.5",en:no-preservatives|en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,174.0,7.4,1.0,1.0,0.52,0.52,,0.635,0.254,174.0,0.005747126436781609,
3.5,9350327000568,Meatless Cottage Pie,,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,476.0,12.571428571429,1.7428571428571,4.2285714285714,1.1142857142857,6.0571428571429,,0.80714285714285,0.32285714285714,476.0,0.0036614645858342437,
3.5,9300633686901,Spaghetti bolognese,Woolworths,"Meals, Pasta dishes, Bolognese-style pasta, Bolognese spaghetti",en:meals|en:pasta-dishes|en:bolognese-style-pasta|en:bolognese-spaghetti,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,Australia,c,3.0,,669.0,17.6,2.91,6.11,1.91,7.8,1.4,0.603,0.241,669.0,0.004349775784753363,meals
3.5,9350327000520,Spaghetti Vegie-Nese,,,,"Vegetarian, Vegan, Health Star Rating, Health Star Rating 3.5",en:vegetarian|en:vegan|en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,464.0,14.514285714286,2.2857142857143,2.2285714285714,1.1714285714286,7.3714285714286,,0.77857142857143,0.311428571428572,464.0,0.004926108374384267,
3.5,9300652810332,Peanut butter,Sanitarium,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Plant-based spreads, Oilseed purees, Legume butters, Peanut butters",en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:spreads|en:plant-based-spreads|en:oilseed-purees|en:legume-butters|en:peanut-butters,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,c,,,2605.0,18.636363202875,9.5454541119664,49.5454528115,9.5454541119664,25.909090042114,5.9090906923468,1.18181825,0.4727273,2605.0,0.0036642818088162762,plant-based-foods-and-beverages
3.5,9310037149803,Original Crumbed Chicken Tenders,Ingham,,,en:health-star-rating-3-5,en:health-star-rating|en:health-star-rating-3-5,en:Australia,unknown,,,895.0,13.2,1.0,11.3,3.1,14.7,,1.1,0.442,895.0,0.0011173184357541898,
3.5,9339687133772,Sweetened Puffed Multigrain,,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,1799.0,75.666666666667,9.6666666666667,9.3333333333333,2.0,8.6666666666667,3.3333333333333,,,1799.0,0.005373355567908115,
3.5,9355814000366,Plant Based Southern Style Tenders,,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,1103.0,17.636363636364,0.90909090909091,16.0,1.1818181818182,12.272727272727,4.0,,,1103.0,0.0008241984669908522,
3.5,9300637508735,Homestyle Potato & Leek Soup,LAZUPPA,,,"No preservatives, en:health-star-rating-3-5",en:no-preservatives|en:health-star-rating|en:health-star-rating-3-5,en:Australia,unknown,,,197.0,4.9,1.3,2.4,1.3,0.9,1.0,0.4075,0.163,197.0,0.006598984771573604,
3.5,9338033006074,Street Pizza BBQ Meatlovers,,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,939.0,27.1,8.7,7.7,3.4,10.3,,1.0225,0.409,939.0,0.00926517571884984,
3.5,9310213541346,Sweet Chilli Chicken Breast Tenders,,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,869.0,13.2,9.7,11.5,1.9,11.7,,1.5725,0.629,869.0,0.011162255466052933,
3.5,9310645280813,Natures Kitchen - Meat Free Butter Chicken,Coles,,,en:health-star-rating-3-5,en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,625.0,21.4,2.5143,3.8,1.7143,6.4,,0.475,0.19,625.0,0.00402288,
3.5,4088700116159,Tuna treats with crackers,,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,852.0,14.107142857143,3.0357142857143,9.1964285714286,2.1428571428571,15.982142857143,,1.3705357142857,0.54821428571428,852.0,0.0035630449362843894,
3.5,9339687096770,"Bocconcini, tomato, basil pesto & guacamole on turkish",Woolworths,"Dairies, Fermented foods, Fermented milk products, Cheeses",en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses,"Australian made, Health Star Rating, Health Star Rating 3.5",en:australian-made|en:health-star-rating|en:health-star-rating-3-5,en:au,c,,,803.0,23.1923,1.3846,7.3077,2.5,8.1154,,0.825,0.33,803.0,0.0017242839352428394,dairies
3.5,9351338000509,Plant Based Pulled Beef,Veef,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,711.0,19.9,4.7,7.8,6.2,4.0,,0.8675,0.347,711.0,0.006610407876230661,
3.5,9300657800291,Cauliflower Fries,Heinz,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,750.0,20.333333333333,3.1666666666667,9.1666666666667,1.0,2.8333333333333,,0.72916666666667,0.291666666666668,750.0,0.004222222222222266,
3.5,9300644705417,Creamy chicken white bean and veg,Campbell's,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,285.0,7.48,1.96,2.56,0.52,3.08,,0.601,0.2404,285.0,0.006877192982456141,
3.5,9354107000328,Open chicken burrito,Fitness Outcomes,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,1670.0,52.2,4.2,5.3,1.1,30.8,,1.2525,0.501,1670.0,0.0025149700598802397,
3.5,9310386001555,Roast Lamb With Farm Pickled Vegetables,Mccain,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,38.0,41.0,2.0,3.0,1.0,5.0,,2.475,0.99,38.0,0.05263157894736842,
3.5,9310139117847,Salt and pepper squid,I & J,"Seafood, Fishes, Frozen foods, Fish fillets, Frozen seafood",en:seafood|en:fishes-and-their-products|en:fishes|en:frozen-foods|en:fish-fillets|en:frozen-seafood,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,b,,,176.0,3.8055555555556,0.27777777777778,1.6388888888889,0.25,2.9166666666667,,0.48194444444445,0.19277777777778,176.0,0.001578282828282841,seafood
3.5,9310015252358,Brisket chips,Red Rock Deli,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,2050.0,59.642857142857,5.0,23.571428571429,1.7857142857143,7.5,,1.25,0.5,2050.0,0.0024390243902439024,
3.5,9339687056439,Pork Steaks,Woolworths,"Meats and their products, Meats, Pork",en:meats-and-their-products|en:meats|en:pork-and-its-products|en:pork,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,au,unknown,,,3816.0,1.60000002384186,1.29999995231628,13.5,5.09999990463257,22.6000003814697,,,,3816.0,0.0003406708470430503,meats-and-their-products
3.5,9300657036317,Spaghetti,Heinz,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,252.0,11.984732824427,3.5114503816794,0.22900763358779,0.0,1.9083969465649,,0.7442748091603,0.29770992366412,252.0,0.01393432691142619,
3.5,9350551000037,Koja Choc Chip Crunch Peanut Butter Bar,Koja,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,2092.0,11.6,3.7,9.8,1.3,4.3,,,,2092.0,0.001768642447418738,
3.5,9310003044972,Flora Pro-activ Spread Buttery,Flora,,,"Fabriqué en Australie, Health Star Rating, Health Star Rating 3.5",en:australian-made|en:health-star-rating|en:health-star-rating-3-5,"France, en:australia",unknown,,,1008.0,8.0,8.0,65.0,15.0,1.0,,3.6,1.44,1008.0,0.007936507936507936,
3.5,9339423003550,Mini loaf Soft white bread,TipTop,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, White breads",en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:white-breads,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,Australia,c,4.0,1020.0,1020.0,46.3,2.4,2.0,0.6,8.4,2.7,1.016,0.4064,1020.0,0.002352941176470588,plant-based-foods-and-beverages
3.5,9300830052783,Italian Minestrone,Continental,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,au,unknown,,,251.0,12.3999996185303,3.5,0.5,,,,,,251.0,0.013944223107569721,
3.5,9300657007294,Heinz spaghetti,Heinz,"Plant-based foods and beverages, Plant-based foods, Pastas, Spaghetti",en:plant-based-foods-and-beverages|en:plant-based-foods|en:pastas|en:spaghetti,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,c,,,255.0,12.2,3.5,0.2,0.0,1.9,,0.7375,0.295,255.0,0.013725490196078431,plant-based-foods-and-beverages
3.5,9310012057970,Express Pasta Sauce,Dolmio,"Condiments, Sauces",en:condiments|en:sauces,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,d,,,1385.0,6.1,4.0,4.6,2.0,2.5,,1.21,0.484,1385.0,0.002888086642599278,condiments
3.5,9339687189021,Sourdough bagels,Woolworths,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,au,unknown,,,1140.0,49.7499990463257,3.37500005960464,3.125,0.625,9.25000011920929,2.62499988079071,,,1140.0,0.0029605263680742453,
3.5,9300657036058,Sweet Potato & Pumpkin Soup,Heinz,,,"Health Star Rating, Health Star Rating 3.5",en:health-star-rating|en:health-star-rating-3-5,en:au,unknown,,,206.0,8.7169811320755,4.3018867924528,0.90566037735849,0.49056603773585,0.79245283018868,,0.30188679245283,0.120754716981132,206.0,0.020882945594431067,
4.0,9300652803495,So Good Unsweetened Almond Milk,Sanitarium,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Substituts de produits laitiers,Substituts du lait,Fruits à coques et dérivés,Boissons à base de végétaux,Boissons végétales,Boissons végétales de fruits à coque,Laits d'amande",en:beverages-and-beverages-preparations|en:plant-based-foods-and-beverages|en:beverages|en:plant-based-foods|en:dairy-substitutes|en:milk-substitutes|en:nuts-and-their-products|en:plant-based-beverages|en:plant-based-milk-alternatives|en:nut-based-drinks|en:almond-based-drinks,"Health Star Rating, Health Star Rating 4, Natural flavors, No added sugar, en:australian-made",en:australian-made|en:health-star-rating|en:health-star-rating-4|en:natural-flavors|en:no-added-sugar,"ประเทศออสเตรเลีย,ประเทศฝรั่งเศส,นิวแคลิโดเนีย,ประเทศนิวซีแลนด์,ประเทศไทย (Thai)",b,4.0,,69.2,0.32,0.12,1.4,0.12,0.56,0.32,0.09,0.036,69.2,0.0017341040462427744,beverages-and-beverages-preparations
4.0,9341650001728,Oat Milk Unsweetened,Vitasoy,"Plant-based foods and beverages, Beverages, Plant-based foods, Cereals and potatoes, Dairy substitutes, Cereals and their products, Milk substitutes, Plant-based beverages, Plant-based milk alternatives, Cereal-based drinks, Oat-based drinks",en:plant-based-foods-and-beverages|en:beverages|en:plant-based-foods|en:cereals-and-potatoes|en:dairy-substitutes|en:cereals-and-their-products|en:milk-substitutes|en:plant-based-beverages|en:plant-based-milk-alternatives|en:cereal-based-drinks|en:oat-based-drinks,"Australian made, FSC, en:health-star-rating-4",en:australian-made|en:fsc|en:health-star-rating|en:health-star-rating-4,"Australia, en:new-zealand",unknown,4.0,,202.0,6.32,1.12,2.12,,0.6,0.92,0.125,0.05,202.0,0.005544554455445545,plant-based-foods-and-beverages
4.0,9310072004051,"Vita Weat 100% natural, original",ARNOTTS,"snacks, snacks-sales, amuse-gueules, biscuits-aperitifs, snacking",en:snacks|en:salty-snacks|en:appetizers|en:biscuits-and-crackers|en:crackers-appetizers|fr:snacking,"Fabriqué en Australie,Health Star Rating,Health Star Rating 4",en:australian-made|en:health-star-rating|en:health-star-rating-4,"Australie,France",c,3.0,1690.0,1690.0,65.5,1.68,7.14,1.26,11.3,13.9,1.19,0.475,1690.0,0.0009940828402366863,snacks
4.0,9300652801286,Weet-Bix Wildberry Bites,Sanitarium,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals",en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:extruded-cereals,"Health Star Rating,Health Star Rating 4,Verified",en:health-star-rating|en:health-star-rating-4|en:verified,"Australia,France,New Zealand",c,4.0,1470.0,1470.0,71.11111,21.77778,0.8,0.2,10.0,8.44444,0.72778,0.291112,1470.0,0.014814816326530611,plant-based-foods-and-beverages
4.0,9300652809985,Oat Milk - No Added Sugar,Sanitarium,"Plant-based foods and beverages,Beverages,Dairies,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Milks,Plant-based milk alternatives,Cereal-based drinks,Oat-based drinks",en:plant-based-foods-and-beverages|en:beverages|en:dairies|en:plant-based-foods|en:cereals-and-potatoes|en:dairy-substitutes|en:cereals-and-their-products|en:milk-substitutes|en:plant-based-beverages|en:milks|en:plant-based-milk-alternatives|en:cereal-based-drinks|en:oat-based-drinks,"Vegetarian,Vegan,Australian grown,Australian made,FSC,FSC Mix,Health Star Rating,Health Star Rating 4,No added sugar,No milk",en:vegetarian|en:vegan|en:australian-grown|en:australian-made|en:fsc|en:fsc-mix|en:health-star-rating|en:health-star-rating-4|en:no-added-sugar|en:no-milk,"Australia,New Zealand",c,3.0,,194.0,6.32,2.0,1.92,0.2,0.84,0.4,0.113,0.0452,194.0,0.010309278350515464,plant-based-foods-and-beverages
4.0,9300605132610,Plus,Uncle Tobys,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals",en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals,"Health Star Rating, Health Star Rating 4",en:health-star-rating|en:health-star-rating-4,Australia,c,4.0,1490.0,1490.0,70.5,20.9,1.5,0.4,7.0,11.3,0.5207,0.20828,1490.0,0.014026845637583892,plant-based-foods-and-beverages
4.0,1777116,Lavosh - Original Bites,Kurrajong Kitchen,"snacks, salty-snacks, appetizers, biscuits-and-crackers, da:crackers",en:snacks|en:salty-snacks|en:appetizers|en:biscuits-and-crackers|en:crackers-appetizers,"Kosher, Australian made, en:health-star-rating-4",en:kosher|en:australian-made|en:health-star-rating|en:health-star-rating-4,"Australia, en:france",e,,1950.0,1950.0,69.6,6.1,12.9,6.3,12.0,3.9,1.8675,0.747,1950.0,0.003128205128205128,snacks
4.0,9310055105850,Nutrigrain - protein fibre multigrain,Kellogg's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, extruded cereals",en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:extruded-cereals,"Health Star Rating, Health Star Rating 4, en:australian-made",en:australian-made|en:health-star-rating|en:health-star-rating-4,en:au,d,4.0,,1620.0,65.2,24.0,3.0,0.5,21.7,5.25,0.875,0.35,1620.0,0.014814814814814815,plant-based-foods-and-beverages
4.0,9341650000899,Almond Milk Unsweetened,Vitasoy,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Dairy substitutes,Milk substitutes,Nuts and their products,Plant-based beverages,Plant-based milk alternatives,Nut-based drinks,Almond-based drinks",en:beverages-and-beverages-preparations|en:plant-based-foods-and-beverages|en:beverages|en:plant-based-foods|en:dairy-substitutes|en:milk-substitutes|en:nuts-and-their-products|en:plant-based-beverages|en:plant-based-milk-alternatives|en:nut-based-drinks|en:almond-based-drinks,"Health Star Rating,Health Star Rating 4,No added sugar",en:health-star-rating|en:health-star-rating-4|en:no-added-sugar,"Australia,France,New Zealand",b,4.0,,106.0,0.32,0.12,2.2,0.32,0.72,0.32,0.108,0.0432,106.0,0.0011320754716981133,beverages-and-beverages-preparations
4.0,9310072013602,Cruskits Light,Arnott's,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Extruded crispbreads, Crackers, en:appetizers",en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:cereals-and-potatoes|en:salty-snacks|en:appetizers|en:extruded-crispbreads|en:crackers,"Health Star Rating,Health Star Rating 4",en:health-star-rating|en:health-star-rating-4,"Australia,New Zealand",b,3.0,,1600.0,77.2,4.39,1.75,0.877,11.4,5.26,0.988,0.395,1600.0,0.0027437499999999997,plant-based-foods-and-beverages
4.0,9300605153721,Cheerios Original,Uncle Tobys,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Breakfast cereals rich in fibre,Extruded cereals",en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:extruded-cereals|en:breakfast-cereals-rich-in-fibre,"Australian made,Health Star Rating,Health Star Rating 4",en:australian-made|en:health-star-rating|en:health-star-rating-4,"Australia,New Zealand",c,4.0,1620.0,1620.0,77.0,14.6,3.6,0.6,7.0,7.1,0.265,0.106,1620.0,0.009012345679012346,plant-based-foods-and-beverages
4.0,9339423007978,Abbotts bakery country grains,Abbotts,"Multigrain-bread, en:breads",en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:multigrain-bread,"Health Star Rating, Health Star Rating 4",en:health-star-rating|en:health-star-rating-4,Australia,b,4.0,1050.0,1050.0,43.14606741573,2.8089887640449,4.2134831460674,0.56179775280899,11.011235955056,4.5,0.92696629213482,0.370786516853928,1050.0,0.002675227394328476,plant-based-foods-and-beverages
4.0,9300652803020,So Good Almond Milk (Original),Sanitarium,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Dairy substitutes,Milk substitutes,Nuts and their products,Plant-based beverages,Plant-based milk alternatives,Nut-based drinks,Almond-based drinks",en:beverages-and-beverages-preparations|en:plant-based-foods-and-beverages|en:beverages|en:plant-based-foods|en:dairy-substitutes|en:milk-substitutes|en:nuts-and-their-products|en:plant-based-beverages|en:plant-based-milk-alternatives|en:nut-based-drinks|en:almond-based-drinks,"Australian made,Health Star Rating,Health Star Rating 4",en:australian-made|en:health-star-rating|en:health-star-rating-4,"Australia,New Zealand,Saudi Arabia,United States",unknown,4.0,,123.0,3.6,3.4,1.4,,0.6,0.32,0.08,0.032,123.0,0.027642276422764227,beverages-and-beverages-preparations
4.0,9310055536616,Just Right,Kellogg's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, en:extruded-cereals",en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:extruded-cereals,"Health Star Rating, Health Star Rating 4, en:australian-made",en:australian-made|en:health-star-rating|en:health-star-rating-4,"Australia,France,New Zealand",b,4.0,1520.0,1520.0,71.6,22.9,2.3,0.4,8.0,10.2,0.075,0.03,1520.0,0.01506578947368421,plant-based-foods-and-beverages
4.0,9300645111125,Leggo's Bolognese with chunky Tomato,Leggos,"Condiments, Sauces, Pasta sauces, Vegetarian sauces, Bolognese-style vegetarian sauces, en:bolognese-sauces",en:condiments|en:meats-and-their-products|en:sauces|en:meat-based-sauces|en:pasta-sauces|en:vegetarian-sauces|en:meat-based-pasta-sauces|en:bolognese-sauces|en:bolognese-style-vegetarian-sauces,"Health Star Rating,Health Star Rating 4",en:health-star-rating|en:health-star-rating-4,"Australia,China,New Zealand",b,4.0,,297.0,6.15,1.97,4.51,3.11,1.39,0.0,0.869,0.348,297.0,0.006632996632996633,condiments
4.0,9310055105843,Kellogg's Nutri-Grain Protein Breakfast Cereal Large Pack,Kellogg's,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals",en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:extruded-cereals,"Australian made,Health Star Rating,Health Star Rating 4",en:australian-made|en:health-star-rating|en:health-star-rating-4,"Australia,New Zealand",d,4.0,,1620.0,65.2,24.0,3.0,0.5,21.7,5.25,0.875,0.35,1620.0,0.014814814814814815,plant-based-foods-and-beverages
4.0,9300657234874,Heinz Beans Canned Baked Breakfast Beans English Recipe,Heinz,Baked beans in tomato sauce,en:plant-based-foods-and-beverages|en:plant-based-foods|en:prepared-vegetables|en:baked-beans-in-tomato-sauce,"Health Star Rating, Health Star Rating 4",en:health-star-rating|en:health-star-rating-4,en:Australia,c,4.0,355.0,355.0,13.0,5.4,0.5,0.0,4.8,4.2,1.225,0.49,355.0,0.015211267605633804,plant-based-foods-and-beverages
