hsr_value,code,product_name,brands,categories,categories_tags,labels,labels_tags,countries,nutriscore_grade,nova_group,energy-kj_100g,energy_100g,carbohydrates_100g,sugars_100g,fat_100g,saturated-fat_100g,proteins_100g,fiber_100g,salt_100g,sodium_100g,energy_kj_100g,sugar_energy_ratio,category_primary
0.5,9310072000282,TimTam (Original),Arnotts,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Cakes,Chocolate biscuits,Milk chocolate biscuits",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits|en:cakes|en:chocolate-biscuits|en:milk-chocolate-biscuits,"Australian made,Health Star Rating,Health Star Rating 0.5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,"Australia,France,New Caledonia,New Zealand",e,4.0,,2190.0,65.0,45.9,26.8,15.3,4.37,1.64,0.395,0.158,2190.0,0.02095890410958904,snacks
0.5,9300675001410,Coca-Cola 375 mL,Coca-Cola,"Beverages, Carbonated drinks, Sodas, Colas, Soft-drink",en:beverages|en:carbonated-drinks|en:sodas|en:colas|en:soft-drink,"Fabriqué en Australie, Health Star Rating 0.5",en:health-star-rating|en:health-star-rating-0-5|en:fabrique-en-australie,Australie,e,4.0,,180.0,10.7,10.7,0.0,,0.0,,0.0253,0.0101,180.0,0.05944444444444444,beverages
0.5,9310072013855,Arnotts Tim Tam Double Chocolate Biscuits,Arnotts,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits,"Australian made,Health Star Rating,Health Star Rating 0.5,Verified",en:australian-made|en:health-star-rating|en:health-star-rating-0-5|en:verified,"Australia,France,French Polynesia,New Zealand",e,4.0,,2190.0,63.8,48.0,28.1,15.8,4.98,1.81,0.385,0.154,2190.0,0.021917808219178082,snacks
0.5,8850124025685,Coffre mate,Nestle,"Plant-based foods and beverages,Plant-based foods,Coffees,milk powder,Milk powders",en:beverages-and-beverages-preparations|en:plant-based-foods-and-beverages|en:beverages|en:dairies|en:plant-based-foods|en:milks-liquid-and-powder|en:dried-products|en:dried-products-to-be-rehydrated|en:coffees|en:dehydrated-beverages|en:milk-powders,Health Star Rating 0.5,en:health-star-rating|en:health-star-rating-0-5,Australia,unknown,4.0,,2300.0,57.1,8.8,34.9,32.0,1.28,,0.65,0.26,2300.0,0.0038260869565217392,beverages-and-beverages-preparations
0.5,9310072001210,Arnotts Tim Tam Chewy Caramel,ARNOTTS,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Chocolate biscuits, fr:Biscuits au chocolat caramel, en:chocolate-candies",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:cocoa-and-its-products|en:confectioneries|en:biscuits|en:chocolate-candies|en:chocolate-biscuits|fr:biscuits-au-chocolat-caramel,"Health Star Rating, Health Star Rating 0.5, en:australian-made",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,"ประเทศออสเตรเลีย,ประเทศฝรั่งเศส,ประเทศนิวซีแลนด์",e,4.0,,2050.0,64.6,46.0,23.4,13.5,4.3,1.6,0.3925,0.157,2050.0,0.0224390243902439,snacks
0.5,9310072027456,Tim Tams,Arnott's,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits,"Sustainable, Sustainable Palm Oil, Australian made, No palm oil, en:health-star-rating-0-5",en:sustainable|en:sustainable-palm-oil|en:australian-made|en:health-star-rating|en:health-star-rating-0-5|en:no-palm-oil,Australia,e,4.0,2180.0,2180.0,64.5,44.8,26.8,14.8,4.37,1.64,0.396,0.158,2180.0,0.02055045871559633,snacks
0.5,9310072010816,Tim Tam Original family pack,Arnott's,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits,"Health Star Rating,Health Star Rating 0.5",en:health-star-rating|en:health-star-rating-0-5,"Australia,New Zealand,Spain",e,4.0,,2190.0,65.0,45.9,26.8,15.3,4.37,1.64,0.396,0.158,2190.0,0.02095890410958904,snacks
0.5,9300633999285,Lemonade,Woolworths,"Beverages, Carbonated drinks, Sodas, Lemonade, Sweetened beverages",en:beverages|en:carbonated-drinks|en:sodas|en:lemonade|en:sweetened-beverages,"Health Star Rating, Health Star Rating 0.5",en:health-star-rating|en:health-star-rating-0-5,Australia,e,4.0,167.0,167.0,9.8,9.8,0.0,0.0,0.0,,0.0275,0.011,167.0,0.058682634730538925,beverages
0.5,9339687214884,Salted butter,Woolworths Essentials,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Salted butters",en:dairies|en:fats|en:spreads|en:spreadable-fats|en:animal-fats|en:dairy-spreads|en:milkfat|en:butters|en:salted-butters,Health Star Rating 0.5,en:health-star-rating|en:health-star-rating-0-5,Australia,c,2.0,3054.0,3054.0,1.0,1.0,4.1,2.7,1.0,0.0,0.07,0.028,3054.0,0.0003274394237066143,dairies
0.5,9310072013312,Arn Mint slice family pack,Arnott's,,,"Australian made,Health Star Rating,Health Star Rating 0.5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,"Australia,New Zealand",unknown,4.0,,2210.0,61.7,43.5,29.2,16.2,3.25,3.9,0.308,0.123,2210.0,0.019683257918552036,
0.5,9310072001654,LEMON CRISP,ARNOTT'S,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits,Health Star Rating 0.5,en:health-star-rating|en:health-star-rating-0-5,"French Polynesia, en:australia",e,4.0,,2180.0,63.1,26.2,28.5,10.8,3.85,1.54,1.31,0.523,2180.0,0.01201834862385321,snacks
0.5,9310072018867,Biscuits Chocolate Teevee Malt Sticks,Arnott's,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits bâtonnets au chocolat",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits|en:stick-biscuits-covered-with-chocolate,"Fabriqué en Australie, Health Star Rating, Health Star Rating 0.5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,Australia,e,4.0,2030.0,2030.0,67.5,36.8,20.1,12.0,7.0,2.4,0.52,0.208,2030.0,0.018128078817733987,snacks
0.5,93556095,Coke 300 mL,Coca-Cola,"Beverages, Carbonated drinks, Sodas, Colas, en:sweetened-beverages",en:beverages-and-beverages-preparations|en:beverages|en:carbonated-drinks|en:sodas|en:colas|en:sweetened-beverages,"Australian made, Health Star Rating, Health Star Rating 0.5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,en:au,e,4.0,,180.0,10.7,10.7,0.0,,0.0,,0.025,0.01,180.0,0.05944444444444444,beverages-and-beverages-preparations
0.5,9300605148277,Kitkat Milo bar,Nestle,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Bars,Chocolate candies,Chocolate biscuity bars",en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:bars|en:chocolate-candies|en:candy-chocolate-bars|en:chocolate-biscuity-bars,"Health Star Rating,Health Star Rating 0.5",en:health-star-rating|en:health-star-rating-0-5,"Australia,New Zealand",e,,,2360.0,50.7,41.1,37.1,21.1,6.0,,0.161,0.0644,2360.0,0.017415254237288135,snacks
0.5,9310072032740,Tim Tam Deluxe Dark Choc Mint,Arnott's,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, en:chocolate-biscuits",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits,"Health Star Rating,Health Star Rating 0.5",en:health-star-rating|en:health-star-rating-0-5,"Australia,New Zealand",e,,2000.0,2000.0,61.6,44.3,22.8,13.2,4.57,3.65,0.354,0.142,2000.0,0.02215,snacks
0.5,9300605148260,KitKat packed with Milo,Nestle,"Snacks,Sweet snacks,Cocoa and its products,Chocolate biscuity bars",en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:bars|en:chocolate-candies|en:candy-chocolate-bars|en:chocolate-biscuity-bars,"Australian made,Health Star Rating,Health Star Rating 0.5,Rainforest Alliance,Rainforest Alliance Cocoa",en:australian-made|en:health-star-rating|en:health-star-rating-0-5|en:rainforest-alliance|en:rainforest-alliance-cocoa,"Australia,New Zealand",e,4.0,,2260.0,54.5,45.5,31.8,18.2,4.55,0.0,0.182,0.0727,2260.0,0.02013274336283186,snacks
0.5,9415087020031,L&P Lemon & Paeroa,,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Carbonated drinks,Fruit-based beverages,Sodas,Fruit sodas,Lemon soft drinks",en:beverages-and-beverages-preparations|en:plant-based-foods-and-beverages|en:beverages|en:plant-based-beverages|en:carbonated-drinks|en:fruit-based-beverages|en:sodas|en:fruit-sodas|en:lemon-soft-drinks,Health Star Rating 0.5,en:health-star-rating|en:health-star-rating-0-5,"Australia,New Zealand",e,4.0,190.0,190.0,10.8,10.8,0.0,0.0,0.0,0.0,0.01975,0.0079,190.0,0.056842105263157895,beverages-and-beverages-preparations
0.5,9310072033389,Gluten free Mint Slice,Arnott’s,"Snacks, Sweet snacks, Biscuits and cakes",en:snacks|en:sweet-snacks|en:biscuits-and-cakes,"No gluten, Health Star Rating, Health Star Rating 0.5",en:no-gluten|en:health-star-rating|en:health-star-rating-0-5,en:au,d,4.0,,2300.0,32.484076433121,3.8216560509554,33.757961783439,19.745222929936,5.0955414012739,31.847133757962,0.53503184713375,0.2140127388535,2300.0,0.001661589587371913,snacks
0.5,9300675057899,Coca Cola,Coke Zero,"Beverages and beverages preparations,Beverages,Carbonated drinks,Sodas,Colas",en:beverages-and-beverages-preparations|en:beverages|en:carbonated-drinks|en:sodas|en:colas,"Australian made,Health Star Rating,Health Star Rating 0.5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,Australia,e,,1000.0,1000.0,27.0,27.0,20.0,3.0,0.0,,0.0625,0.025,1000.0,0.027,beverages-and-beverages-preparations
0.5,9300601221974,Australian Style Fetta,Coles,"Dairies, Fermented foods, Fermented milk products, Cheeses",en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses,"Australian made, Health Star Rating, Health Star Rating 0.5, en:no-artificial-colours-or-flavours",en:no-artificial-flavors|en:australian-made|en:health-star-rating|en:health-star-rating-0-5|en:no-artificial-colors|en:no-artificial-colours-or-flavours,Australia,e,3.0,,1188.0,4.0,4.0,23.2,15.6,18.0,,3.0,1.2,1188.0,0.003367003367003367,dairies
0.5,93561143,Thomas Dux persian fetta,Thomas Dux,"Dairies, Fermented foods, Fermented milk products, Cheeses",en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses,"Australian made, Health Star Rating 0.5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,en:au,c,,1040.0,1040.0,7.1,1.3,18.8,3.1,13.2,,0.74,0.296,1040.0,0.00125,dairies
0.5,9339687104734,Milk chocolate peanuts,Woolworths,Chocolate covered peanuts,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons|en:chocolate-covered-nuts|en:chocolate-covered-peanuts,"Health Star Rating,Health Star Rating 0.5",en:health-star-rating|en:health-star-rating-0-5,"Australia,New Zealand",e,,2240.0,2240.0,54.4,46.8,31.2,13.2,10.4,14.0,0.16,0.064,2240.0,0.02089285714285714,snacks
0.5,9310072032788,Arnotts TimTam Deluxe Decadent Triple Choc,Arnott's,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits,"Health Star Rating,Health Star Rating 0.5",en:health-star-rating|en:health-star-rating-0-5,"Australia,New Zealand",e,,,2010.0,63.5,46.1,22.4,13.7,5.02,1.83,0.502,0.201,2010.0,0.02293532338308458,snacks
0.5,4061463895431,Dark Chocolate Biscuits,Belmont,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, en:biscuit-with-a-chocolate-bar-covering",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits|en:biscuit-with-a-chocolate-bar-covering,"Health Star Rating, Health Star Rating 0.5, Rainforest Alliance",en:health-star-rating|en:health-star-rating-0-5|en:rainforest-alliance,en:Australia,e,4.0,,2110.0,60.7,37.1,25.0,15.7,0.0,,0.25,0.1,2110.0,0.017582938388625593,snacks
0.5,9310072032771,TimTam Deluxe - Salted Caramel Brownie Flavour,Arnott's,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Biscuit (cookie) snack w chocolate filling",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits|en:biscuit-cookie-snack-w-chocolate-filling,"Australian made, Health Star Rating, Health Star Rating 0.5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,"Australia,Switzerland,New Zealand",e,4.0,,1970.0,62.1,45.2,21.9,13.2,5.02,1.83,0.765,0.306,1970.0,0.022944162436548225,snacks
0.5,9300605152144,NES KIT KAT BLK MLK CHOC 160GM,Nestle,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Bars,Chocolate candies,Bars covered with chocolate,Chocolate biscuity bars",en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:bars|en:chocolate-candies|en:bars-covered-with-chocolate|en:chocolate-biscuity-bars,"Health Star Rating,Health Star Rating 0.5,Rainforest Alliance,Rainforest Alliance Cocoa",en:health-star-rating|en:health-star-rating-0-5|en:rainforest-alliance|en:rainforest-alliance-cocoa,"Australia,New Zealand",e,4.0,,2210.0,60.7,53.1,27.6,15.9,6.9,,0.172,0.069,2210.0,0.02402714932126697,snacks
0.5,9310072000275,"Arnott'S, Mint Slice, Delicious Biscuits",Arnott's Biscuits Limited,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, en:confectioneries",en:snacks|en:sweet-snacks|en:confectioneries|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits|en:chocolate-biscuits,"Health Star Rating, Health Star Rating 0.5, en:australian-made",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,"Australia,New Zealand,United States, World",c,4.0,670.0,670.0,19.0,15.0,8.99,4.0,2.0,0.992,0.12475,0.0499,670.0,0.022388059701492536,snacks
0.5,9310072019994,Arnott's Premier Choc Chip Biscuits 310G,Arnott's,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits,"Fabriqué en Australie, Health Star Rating, Health Star Rating 0.5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,"France, en:australia",e,4.0,,2060.0,62.2,39.2,24.3,13.5,4.73,3.38,0.591,0.236,2060.0,0.019029126213592235,snacks
0.5,9300633532093,Chocolate Wafers,Woolworths,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Wafers,Stuffed wafers",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:wafers|en:stuffed-wafers,"Health Star Rating, Health Star Rating 0.5, en:health-star-rating-1",en:health-star-rating|en:health-star-rating-0-5|en:health-star-rating-1,"Australia,New Zealand",e,4.0,2250.0,2250.0,63.7,33.9,29.1,15.1,5.3,,0.2,0.08,2250.0,0.015066666666666666,snacks
0.5,9310645231433,Salted butter,,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Salted butters",en:dairies|en:fats|en:spreads|en:spreadable-fats|en:animal-fats|en:dairy-spreads|en:milkfat|en:butters|en:salted-butters,en:health-star-rating-0-5,en:health-star-rating|en:health-star-rating-0-5,Australia,e,2.0,,3054.0,1.0,1.0,82.1,53.1,1.0,0.0,1.375,0.55,3054.0,0.0003274394237066143,dairies
0.5,9300633700430,Light Thickened Cream,Woolworths,"Dairies,Creams",en:dairies|en:creams,"Health Star Rating, Health Star Rating 0.5, en:vegetarian",en:vegetarian|en:health-star-rating|en:health-star-rating-0-5,Australia,d,4.0,794.0,794.0,3.9,3.7,18.3,13.3,3.0,,0.0825,0.033,794.0,0.004659949622166247,dairies
0.5,9339687222223,Spreadable Light Cream Cheese,Woolworths,"Dairies, Fermented foods, Fermented milk products, Cheeses",en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses,Health Star Rating 0.5,en:health-star-rating|en:health-star-rating-0-5,au,c,,,770.0,3.7,3.7,15.0,9.0,8.9,,0.6,0.24,770.0,0.004805194805194805,dairies
0.5,9310113900977,Orange,Mildura,,,Health Star Rating 0.5,en:health-star-rating|en:health-star-rating-0-5,en:au,unknown,,,163.0,9.4,8.9,0.0,0.0,0.5,,2.5,1.0,163.0,0.054601226993865035,
0.5,9300633982423,Cream Cheese,Woolworths,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cream cheeses",en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:cream-cheeses,Health Star Rating 0.5,en:health-star-rating|en:health-star-rating-0-5,en:au,d,4.0,,1120.0,3.2,2.4,26.0,17.2,6.0,,0.8,0.32,1120.0,0.002142857142857143,dairies
0.5,9310072012599,Arnotts Tim Tam Biscuit Dark Chocolate imp,Arnotts,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits,"Australian made,Health Star Rating,Health Star Rating 0.5,Pure cocoa butter",en:australian-made|en:health-star-rating|en:health-star-rating-0-5|en:pure-cocoa-butter,"Australia,France,New Zealand",e,4.0,2170.0,2170.0,64.5,42.6,26.5,14.6,4.4,2.0,0.4,0.16,2170.0,0.019631336405529956,snacks
0.5,9310072033426,Butterscotch & Cream Flavour TimTam,Arnott’s,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits,"Health Star Rating, Health Star Rating 0.5",en:health-star-rating|en:health-star-rating-0-5,en:au,e,4.0,2040.0,2040.0,63.3,43.7,23.5,13.6,4.7,1.5,0.53846,0.215384,2040.0,0.021421568627450982,snacks
0.5,9310072001531,Custard Cream,Arnott's,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits,"Sans gluten, Fabriqué en Australie, Health Star Rating 0.5",en:no-gluten|en:australian-made|en:health-star-rating|en:health-star-rating-0-5,"Australia,New Caledonia",unknown,,,207.0,6.8027210884354,3.1972789115646,2.2448979591837,1.156462585034,0.40816326530612,0.20408163265306,,,207.0,0.015445791843307247,snacks
0.5,9300605152458,KitKat Milky Bar,KitKat,Chocolate biscuity bars,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:bars|en:chocolate-candies|en:candy-chocolate-bars|en:chocolate-biscuity-bars,"Health Star Rating,Health Star Rating 0.5",en:health-star-rating|en:health-star-rating-0-5,"Australia,New Zealand",e,,,2270.0,58.7,51.4,31.1,17.3,6.9,,0.2025,0.081,2270.0,0.0226431718061674,snacks
0.5,9300633583637,Tasty Cheese & Crackers Snack Pack,Woolworths,"Dairies, Fermented foods, Snacks, Fermented milk products, Cheeses",en:dairies|en:fermented-foods|en:fermented-milk-products|en:snacks|en:cheeses,"Australian made, Health Star Rating 0.5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,en:au,d,,,1732.0,25.2,2.0,26.0,16.6,20.0,,1.535,0.614,1732.0,0.0011547344110854503,dairies
0.5,9300605147942,NES PLAISTOWE BK CHOC 70%180GM,Nestlé,,,en:health-star-rating-0-5,en:health-star-rating|en:health-star-rating-0-5,en:au,unknown,,,2400.0,30.0,26.5,45.0,27.0,7.5,,0.188,0.075,2400.0,0.011041666666666667,
0.5,9300633462017,Mint cream biscuits,Woolworths,,,"Australian made, Health Star Rating, Health Star Rating 1, No lactose, Health Star Rating 0.5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5|en:health-star-rating-1|en:no-lactose,en:au,unknown,,,2120.0,61.3,40.0,26.9,11.9,6.25,,0.141,0.0562,2120.0,0.018867924528301886,
0.5,9300633963880,Coffee Whitener,Woolworths,"Plant-based foods and beverages, Plant-based foods, Coffees",en:plant-based-foods-and-beverages|en:plant-based-foods|en:coffees,"Coffee whitner, Health Star Rating 0.5",en:health-star-rating|en:health-star-rating-0-5|en:coffee-whitner,en:Australia,e,,92.0,92.0,57.5,10.0,35.0,32.5,2.5,,0.3125,0.125,92.0,0.10869565217391304,plant-based-foods-and-beverages
0.5,9300633918699,White Sugar,Woolworths,,,Health Star Rating 0.5,en:health-star-rating|en:health-star-rating-0-5,Australia,unknown,,,1700.0,100.0,100.0,2.5,2.5,0.0,,0.3125,0.125,1700.0,0.058823529411764705,
0.5,9349673003712,Hoisin sauce,Mr Chen's,"Condiments, Sauces, Hoisin sauces, Groceries",en:condiments|en:sauces|en:hoisin-sauces|en:groceries,Health Star Rating 0.5,en:health-star-rating|en:health-star-rating-0-5,en:au,e,,,151.0,25.3,23.0,0.0,0.0,3.0,,12.125,4.85,151.0,0.152317880794702,condiments
0.5,9310645341606,Black Currant Juice Syrup,Coles,Blackcurrant cordials,en:beverages-and-beverages-preparations|en:beverages|en:beverage-preparations|en:syrups|en:flavoured-syrups|en:non-alcoholic-beverages|en:blackcurrant-syrups|en:cordials|en:blackcurrant-cordials,"Health Star Rating 0.5,Vegan",en:vegetarian|en:vegan|en:health-star-rating|en:health-star-rating-0-5,en:au,unknown,4.0,84.4,84.4,4.96,4.96,0.0,0.0,0.0,0.0,0.006,0.0024,84.4,0.05876777251184834,beverages-and-beverages-preparations
0.5,9300633631086,Choc Chip Cookies,Woolworths,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits,Health Star Rating 0.5,en:health-star-rating|en:health-star-rating-0-5,en:Australia,e,,,2040.0,65.7,39.0,22.9,16.2,3.81,,0.274,0.11,2040.0,0.01911764705882353,snacks
0.5,9310072000619,Royals milk chocolate,arnott's,"Snacks,Sweet snacks,Confectioneries,Biscuits and cakes,Biscuits,Chocolate biscuits",en:snacks|en:sweet-snacks|en:confectioneries|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits,"Australian made, Health Star Rating, Health Star Rating 1, en:health-star-rating-0-5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5|en:health-star-rating-1,"Australia,French Polynesia",e,4.0,,1820.0,67.1,47.3,16.2,9.58,4.19,,0.254,0.102,1820.0,0.025989010989010988,snacks
0.5,9310072030784,Tim Tam,Arnott's,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits,"Fabriqué en Australie, Health Star Rating, Health Star Rating 0.5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,"France, en:australia",e,,,2029.0,65.9,43.7,22.1,12.3,3.9,,1.38,0.552,2029.0,0.021537703302119272,snacks
0.5,9310072000381,MONTE,ARNOTT'S,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits,"Health Star Rating, Health Star Rating 0.5",en:health-star-rating|en:health-star-rating-0-5,"France, New Caledonia, en:australia",e,4.0,,2100.0,62.4,36.8,24.8,15.2,4.8,,0.68,0.272,2100.0,0.01752380952380952,snacks
0.5,9310645263748,Organic Salted Butter,Coles,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Salted butters",en:dairies|en:fats|en:spreads|en:spreadable-fats|en:animal-fats|en:dairy-spreads|en:milkfat|en:butters|en:salted-butters,"Health Star Rating, Health Star Rating 0.5",en:health-star-rating|en:health-star-rating-0-5,en:au,e,2.0,,3012.0,2.0,2.0,82.0,54.0,2.0,,1.4,0.56,3012.0,0.0006640106241699867,dairies
0.5,9300633994891,Finely Grated Parmesan Cheese,"Woolworths Essentials,Woolworths,Essentials","Dairies, Fermented foods, Fermented milk products, Cheeses, Dried Parmesan, Parmesan Cheese",en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:dried-parmesan|en:parmesan-cheese,"Health Star Rating, Health Star Rating 0.5, en:calcium-source",en:calcium-source|en:health-star-rating|en:health-star-rating-0-5,Australia,e,3.0,2050.0,2050.0,0.4,0.1,40.3,27.0,30.0,,8.175,3.27,2050.0,4.878048780487805e-05,dairies
0.5,9310012024248,Masterfood Sweet Chilli Sauce sqz,"Master Foods, Masterfoods","Condiments, Sauces, Groceries, Sweet chilli sauce",en:condiments|en:sauces|en:groceries|en:sweet-chilli-sauce,"No artificial flavors, No artificial preservatives, Australian made, No artificial colors, No artificial colours and preservatives, No artificial colours or flavours, Health Star Rating 0.5",en:no-artificial-flavors|en:no-artificial-preservatives|en:australian-made|en:health-star-rating|en:health-star-rating-0-5|en:no-artificial-colors|en:no-artificial-colours-and-preservatives|en:no-artificial-colours-or-flavours,Australia,e,4.0,,1045.0,60.8,54.3,0.1,0.1,0.2,,4.12,1.648,1045.0,0.05196172248803827,condiments
0.5,4088700268599,salted butter,,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Salted butters",en:dairies|en:fats|en:spreads|en:spreadable-fats|en:animal-fats|en:dairy-spreads|en:milkfat|en:butters|en:salted-butters,"No preservatives, Australian made, Health Star Rating, Health Star Rating 0.5",en:no-preservatives|en:australian-made|en:health-star-rating|en:health-star-rating-0-5,Australie,e,2.0,3000.0,3000.0,1.0,1.0,80.5,53.1,1.0,,1.6,0.64,3000.0,0.0003333333333333333,dairies
0.5,9310072029979,Tim Tam Choc Mint Biscuits,arnott's,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat",en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits,"Australian made, en:health-star-rating-0-5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,"France, en:australia",e,4.0,,2159.0,61.7,41.9,27.3,15.0,4.5,0.0,0.158,0.0632,2159.0,0.019407132931912922,snacks
0.5,9300633387556,mini dark choc chips,Essentials,Baking,en:baking,Health Star Rating 0.5,en:health-star-rating|en:health-star-rating-0-5,en:au,unknown,4.0,,2248.0,62.4,56.0,30.4,29.2,4.0,,,,2248.0,0.02491103202846975,baking
0.5,9300633588526,Cheese rings,Woolworths,Snacks,en:snacks,"Australian made, Health Star Rating 0.5",en:australian-made|en:health-star-rating|en:health-star-rating-0-5,en:Australia,e,,,2259.0,53.2,4.0,33.6,14.8,6.0,,2.46,0.984,2259.0,0.0017706949977866313,snacks
0.5,9300601300716,Oyster sauce,Coles,"Condiments, Sauces, Oyster sauces",en:condiments|en:sauces|en:oyster-sauces,en:health-star-rating-0-5,en:health-star-rating|en:health-star-rating-0-5,en:Australia,e,4.0,,582.0,32.98,27.48,1.0,1.0,1.08,0.08,7.575,3.03,582.0,0.04721649484536083,condiments
0.5,9349673003682,Teriyaki sauce,Mr Chen's,"Condiments, Sauces, Teriyaki sauces",en:condiments|en:sauces|en:teriyaki-sauces,"Vegetarian, Vegan, Health Star Rating 0.5",en:vegetarian|en:vegan|en:health-star-rating|en:health-star-rating-0-5,en:Australia,c,,,86.0,4.7,4.5,0.0,0.0,0.3,,0.9875,0.395,86.0,0.05232558139534884,condiments
